tstamp	latitude	longitude	direction	speed	trip_id
2020-10-13 05:14:52	45.656075	-122.584877	251	6.71082	170239217
2020-10-13 05:20:02	45.666307	-122.556273	70	24.60634	170239217
2020-10-13 05:20:07	45.666488	-122.555555	70	24.60634	170239217
2020-10-13 05:20:12	45.66667	-122.554845	70	24.60634	170239217
2020-10-13 05:20:17	45.666858	-122.55417	68	24.60634	170239217
2020-10-13 05:20:22	45.667018	-122.553532	70	22.3694	170239217
2020-10-13 05:20:27	45.667152	-122.552995	70	17.89552	170239217
2020-10-13 05:20:32	45.667202	-122.55279	71	4.47388	170239217
2020-10-13 05:20:42	45.667217	-122.552732	70	0	170239217
2020-10-13 05:20:47	45.667368	-122.55249	48	11.1847	170239217
2020-10-13 05:20:52	45.667742	-122.552477	1	17.89552	170239217
2020-10-13 05:20:57	45.66829	-122.552477	0	26.84328	170239217
2020-10-13 05:21:02	45.668942	-122.552478	0	31.31716	170239217
2020-10-13 05:21:07	45.669655	-122.55248	0	33.5541	170239217
2020-10-13 05:21:12	45.670368	-122.552478	0	33.5541	170239217
2020-10-13 05:21:17	45.671093	-122.552477	0	35.79104	170239217
2020-10-13 05:21:22	45.671822	-122.552473	0	35.79104	170239217
2020-10-13 05:21:27	45.67253	-122.552473	0	33.5541	170239217
2020-10-13 05:21:32	45.673255	-122.552473	0	35.79104	170239217
2020-10-13 05:21:37	45.673982	-122.552473	0	35.79104	170239217
2020-10-13 05:21:42	45.674692	-122.55247	0	33.5541	170239217
2020-10-13 05:21:47	45.675413	-122.55247	0	35.79104	170239217
2020-10-13 05:21:52	45.676145	-122.552467	0	35.79104	170239217
2020-10-13 05:21:57	45.676822	-122.552465	0	31.31716	170239217
2020-10-13 05:22:02	45.677363	-122.55246	0	24.60634	170239217
2020-10-13 05:22:07	45.677645	-122.55246	0	11.1847	170239217
2020-10-13 05:22:27	45.677692	-122.55246	0	0	170239217
2020-10-13 05:22:32	45.677967	-122.552462	0	13.42164	170239217
2020-10-13 05:22:37	45.678463	-122.552463	0	24.60634	170239217
2020-10-13 05:22:42	45.679087	-122.552465	0	31.31716	170239217
2020-10-13 05:22:47	45.679755	-122.552467	0	33.5541	170239217
2020-10-13 05:22:52	45.680435	-122.552467	0	33.5541	170239217
2020-10-13 05:22:57	45.681053	-122.552465	0	29.08022	170239217
2020-10-13 05:23:02	45.681588	-122.552465	0	24.60634	170239217
2020-10-13 05:23:07	45.68191	-122.552462	0	13.42164	170239217
2020-10-13 05:23:37	45.68205	-122.552463	0	0	170239217
2020-10-13 05:23:42	45.68244	-122.552465	0	20.13246	170239217
2020-10-13 05:23:47	45.683025	-122.552467	0	29.08022	170239217
2020-10-13 05:23:52	45.683723	-122.552468	0	33.5541	170239217
2020-10-13 05:23:57	45.684467	-122.55247	0	35.79104	170239217
2020-10-13 05:24:02	45.685205	-122.552472	0	35.79104	170239217
2020-10-13 05:24:07	45.685928	-122.55247	0	33.5541	170239217
2020-10-13 05:24:12	45.686652	-122.55247	0	35.79104	170239217
2020-10-13 05:24:17	45.687393	-122.55247	0	35.79104	170239217
2020-10-13 05:24:22	45.688138	-122.552488	359	35.79104	170239217
2020-10-13 05:24:27	45.688875	-122.552525	358	35.79104	170239217
2020-10-13 05:24:32	45.689608	-122.552583	357	31.31716	170239217
2020-10-13 05:24:37	45.690338	-122.552642	357	35.79104	170239217
2020-10-13 05:24:42	45.691043	-122.552688	357	33.5541	170239217
2020-10-13 05:24:47	45.691748	-122.552708	359	38.02798	170239217
2020-10-13 05:24:52	45.69241	-122.552712	0	29.08022	170239217
2020-10-13 05:24:57	45.693088	-122.552708	0	31.31716	170239217
2020-10-13 05:25:02	45.693775	-122.552703	0	33.5541	170239217
2020-10-13 05:25:07	45.694485	-122.5527	0	33.5541	170239217
2020-10-13 05:25:12	45.69519	-122.552693	0	33.5541	170239217
2020-10-13 05:25:17	45.695883	-122.552693	0	33.5541	170239217
2020-10-13 05:25:22	45.696587	-122.55269	0	33.5541	170239217
2020-10-13 05:25:27	45.6973	-122.552687	0	33.5541	170239217
2020-10-13 05:25:32	45.698027	-122.552682	0	35.79104	170239217
2020-10-13 05:25:37	45.698733	-122.55268	0	33.5541	170239217
2020-10-13 05:25:42	45.699435	-122.552675	0	33.5541	170239217
2020-10-13 05:25:47	45.700145	-122.552673	0	33.5541	170239217
2020-10-13 05:25:52	45.700863	-122.552667	0	35.79104	170239217
2020-10-13 05:25:57	45.701583	-122.552672	0	35.79104	170239217
2020-10-13 05:26:02	45.70231	-122.552695	359	35.79104	170239217
2020-10-13 05:26:07	45.703037	-122.552727	358	35.79104	170239217
2020-10-13 05:26:12	45.703748	-122.55274	359	33.5541	170239217
2020-10-13 05:26:17	45.704443	-122.552737	0	33.5541	170239217
2020-10-13 05:26:22	45.705135	-122.55273	0	33.5541	170239217
2020-10-13 05:26:27	45.705823	-122.552708	1	33.5541	170239217
2020-10-13 05:26:32	45.706508	-122.552653	3	33.5541	170239217
2020-10-13 05:26:37	45.707207	-122.552597	3	33.5541	170239217
2020-10-13 05:26:42	45.707917	-122.552583	1	33.5541	170239217
2020-10-13 05:26:47	45.708633	-122.552602	359	35.79104	170239217
2020-10-13 05:26:52	45.709383	-122.552608	0	35.79104	170239217
2020-10-13 05:26:57	45.710137	-122.552597	1	35.79104	170239217
2020-10-13 05:27:02	45.710892	-122.55259	0	35.79104	170239217
2020-10-13 05:27:07	45.711642	-122.55258	1	35.79104	170239217
2020-10-13 05:27:12	45.712402	-122.552572	0	35.79104	170239217
2020-10-13 05:27:17	45.713168	-122.552562	1	38.02798	170239217
2020-10-13 05:27:22	45.713918	-122.552553	0	35.79104	170239217
