tstamp	latitude	longitude	direction	speed	trip_id	trip_id	route_id	vehicle_id	service_key	direction
2020-10-16 16:14:10	45.558805	-122.5643	89	4.47388	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:14:15	45.558663	-122.564182	150	6.71082	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:14:20	45.558477	-122.564063	156	8.94776	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:14:25	45.558385	-122.56382	118	8.94776	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:14:30	45.558542	-122.563402	62	15.65858	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:14:35	45.558768	-122.562828	61	22.3694	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:14:40	45.559	-122.562245	60	22.3694	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:14:45	45.559242	-122.56185	49	15.65858	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:14:50	45.559457	-122.561662	32	11.1847	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:15:45	45.559613	-122.561512	34	0	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:15:50	45.559927	-122.561227	32	17.89552	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:15:55	45.560388	-122.560965	22	24.60634	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:16:00	45.560905	-122.56092	3	24.60634	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:16:05	45.561337	-122.560898	2	20.13246	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:16:10	45.56164	-122.560872	4	13.42164	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:16:15	45.561822	-122.560827	10	6.71082	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:16:20	45.561923	-122.560792	14	4.47388	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:16:25	45.561992	-122.56076	18	2.23694	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:16:30	45.562045	-122.560737	17	2.23694	170556590	170556590	65	1254300	Weekday	Out
2020-10-16 16:16:35	45.562097	-122.560712	19	2.23694	170556590	170556590	65	1254300	Weekday	Out
